concept_id,preferred_label,ingredient_family,source_identity_candidate,component_candidates,process_candidates,form_candidates,quality_candidates,normalized_signature,confidence,review_route,exception_reason,definition_status,governance_state,status,rule_version
AOM_001959,Oat Grain Dried Wilted,Crop Product,oat,Grain,Drying;Wilting,,,oat|Grain|Drying;Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001960,Soybean Full Fat Heated,Crop Product,soybean full fat,,Heating,,,soybean full fat||Heating||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001961,Palm Oil Crude Ground,Crop Product,palm crude,,Grinding,Oil,,palm crude||Grinding|Oil|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001962,Potamogeton lucens Leaves Dried,Forage Plants,potamogeton lucens,Leaf,Drying,,,potamogeton lucens|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001963,Potamogeton lucens Pods Dried,Forage Plants,potamogeton lucens,Pod,Drying,,,potamogeton lucens|Pod|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001964,Spirulina Dried,Forage Plants,spirulina,,Drying,,,spirulina||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001965,Grass Dried Ensiled,Forage Plants,grass,,Drying;Ensiling,,,grass||Drying;Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001966,Pennisetum clandestinum Leaves Dried Ground,Forage Plants,pennisetum clandestinum,Leaf,Drying;Grinding,,,pennisetum clandestinum|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001967,Grewia spp.,Forage Plants,grewia spp,,,,,grewia spp||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001968,Grewia similis Dried,Forage Plants,grewia similis,,Drying,,,grewia similis||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001969,Jatropha curcas Kernel Dried Ground,Forage Plants,jatropha curcas,Kernel,Drying;Grinding,,,jatropha curcas|Kernel|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001970,Jatropha curcas Cake Defatted Dried Ground,Forage Plants,jatropha curcas,,Defatting;Drying;Grinding,Cake,,jatropha curcas||Defatting;Drying;Grinding|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001971,Jatropha curcas Seed Defatted Fermented Ground,Forage Plants,jatropha curcas,Seed,Defatting;Fermentation;Grinding,,,jatropha curcas|Seed|Defatting;Fermentation;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001973,Leucaena leucocephala Leaves Ground,Forage Plants,leucaena leucocephala,Leaf,Grinding,,,leucaena leucocephala|Leaf|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001974,Leucaena leucocephala Leaves Dried Ground,Forage Plants,leucaena leucocephala,Leaf,Drying;Grinding,,,leucaena leucocephala|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001976,Moringa oleifera Dried Ground,Forage Plants,moringa oleifera,,Drying;Grinding,,,moringa oleifera||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001977,Moringa oleifera Stalks Dried Ground,Forage Plants,moringa oleifera stalks,,Drying;Grinding,,,moringa oleifera stalks||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001978,Moringa oleifera Root Bark Dried Ground,Forage Plants,moringa oleifera bark,Root,Drying;Grinding,,,moringa oleifera bark|Root|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001979,Moringa oleifera Leaves Extract,Forage Plants,moringa oleifera extract,Leaf,,,,moringa oleifera extract|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001980,Moringa stenopetala Leaves Dried Ground,Forage Plants,moringa stenopetala,Leaf,Drying;Grinding,,,moringa stenopetala|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001981,Opuntia ficus indica Dried Ground,Forage Plants,opuntia ficus indica,,Drying;Grinding,,,opuntia ficus indica||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001982,Prosopis africana Seed,Forage Plants,prosopis africana,Seed,,,,prosopis africana|Seed|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001983,Prosopis africana Seed Ground,Forage Plants,prosopis africana,Seed,Grinding,,,prosopis africana|Seed|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001984,Sesbania sesban Leaves and Twigs Dried,Forage Plants,sesbania sesban and twigs,Leaf,Drying,,,sesbania sesban and twigs|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001985,Sesbania sesban Stalks Wilted,Forage Plants,sesbania sesban stalks,,Wilting,,,sesbania sesban stalks||Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001986,Gliciridia sepium Leaves Dried Ground,Forage Plants,gliciridia sepium,Leaf,Drying;Grinding,,,gliciridia sepium|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001988,Gliciridia sepium Leaves Ground,Forage Plants,gliciridia sepium,Leaf,Grinding,,,gliciridia sepium|Leaf|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001990,Macroptilium atropurpureum Leaves Dried Ensiled,Forage Plants,macroptilium atropurpureum,Leaf,Drying;Ensiling,,,macroptilium atropurpureum|Leaf|Drying;Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001991,Macroptilium atropurpureum Dried,Forage Plants,macroptilium atropurpureum,,Drying,,,macroptilium atropurpureum||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001992,Pterocarpus erinaceus Leaves Dried,Forage Plants,pterocarpus erinaceus,Leaf,Drying,,,pterocarpus erinaceus|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001993,Vicia Dried Wilted,Forage Plants,vicia,,Drying;Wilting,,,vicia||Drying;Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001994,Carboxymethyl Cellulose Dried Ground Heated,Other Ingredients,carboxymethyl cellulose,,Drying;Grinding;Heating,,,carboxymethyl cellulose||Drying;Grinding;Heating||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_001997,Toxynil Ground,Other Ingredients,toxynil,,Grinding,,,toxynil||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002000,Noug Seed Cake,Crop Byproduct,noug,Seed,,Cake,,noug|Seed||Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002001,Clove Basil Leaves Extract Dried Ethanol Treated Ground,Supplement,clove basil extract ethanol treated,Leaf,Drying;Grinding,,,clove basil extract ethanol treated|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002002,Urtica dioica Dried Ground,Supplement,urtica dioica,,Drying;Grinding,,,urtica dioica||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002005,Danish Fish Ground,Animal,danish fish,,Grinding,,,danish fish||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002006,Fish Ensiled,Animal,fish,,Ensiling,,,fish||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002007,Fish Oil Heated,Animal,fish,,Heating,Oil,,fish||Heating|Oil|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002008,Fish Oil Dried Ground Heated,Animal,fish,,Drying;Grinding;Heating,Oil,,fish||Drying;Grinding;Heating|Oil|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002009,Feather Boiled Dried Ground,Animal Byproduct,feather,,Boiling;Drying;Grinding,,,feather||Boiling;Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002011,Cocoa Bean Shell Dried Ground,Crop Byproduct,cocoa bean,Shell,Drying;Grinding,,,cocoa bean|Shell|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002012,Cocoa Pods Husk Boiled Dried Ground,Crop Byproduct,cocoa,Husk;Pod,Boiling;Drying;Grinding,,,cocoa|Husk;Pod|Boiling;Drying;Grinding||,medium,batch_review,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002013,Barley Dried Ground,Crop Byproduct,barley,,Drying;Grinding,,,barley||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002015,Unspecified Bran Dried Ground,Crop Byproduct,unspecified,Bran,Drying;Grinding,,,unspecified|Bran|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002016,Maize Bran Dried Ground,Crop Byproduct,maize,Bran,Drying;Grinding,,,maize|Bran|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002017,Wheat Grain Ground,Crop Byproduct,wheat,Grain,Grinding,,,wheat|Grain|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002018,Cowpea Haulm Dried Ground,Crop Byproduct,cowpea haulm,,Drying;Grinding,,,cowpea haulm||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002019,Cowpea Husk Ground,Crop Byproduct,cowpea,Husk,Grinding,,,cowpea|Husk|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002020,Soybean Dried Fermented,Crop Byproduct,soybean,,Drying;Fermentation,,,soybean||Drying;Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002021,Soybean Cake Ground,Crop Byproduct,soybean,,Grinding,Cake,,soybean||Grinding|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002026,Cassava Leaves Ground,Crop Byproduct,cassava,Leaf,Grinding,,,cassava|Leaf|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002027,Cassava Peel Ground,Crop Byproduct,cassava,Peel,Grinding,,,cassava|Peel|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002029,Cassava Shaft Ground,Crop Byproduct,cassava shaft,,Grinding,,,cassava shaft||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002030,Yam Peels Dried Ground,Crop Byproduct,yam peels,,Drying;Grinding,,,yam peels||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002031,Maize Dried Ground Heated,Crop Product,maize,,Drying;Grinding;Heating,,,maize||Drying;Grinding;Heating||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002032,Breadfruit Dried Ground,Crop Product,breadfruit,,Drying;Grinding,,,breadfruit||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002033,Soybean Full Fat Ground,Crop Product,soybean full fat,,Grinding,,,soybean full fat||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002034,Cassava Tuber Dried Grated Fermented Peeled,Crop Product,cassava grated peeled,Tuber,Drying;Fermentation,,,cassava grated peeled|Tuber|Drying;Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002035,Cassava Tuber Boiled Dried Ground,Crop Product,cassava,Tuber,Boiling;Drying;Grinding,,,cassava|Tuber|Boiling;Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002036,Fluted Pumpkin Leaves Dried Ground,Crop Product,fluted pumpkin,Leaf,Drying;Grinding,,,fluted pumpkin|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002037,Lemna Dried,Forage Plants,lemna,,Drying,,,lemna||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002038,Combretum aculeatum,Forage Plants,combretum aculeatum,,,,,combretum aculeatum||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002039,Megathyrsus maximus Bran,Forage Plants,megathyrsus maximus,Bran,,,,megathyrsus maximus|Bran|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002040,Pennisetum clandestinum Leaves,Forage Plants,pennisetum clandestinum,Leaf,,,,pennisetum clandestinum|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002041,Acacia sieberiana Pods,Forage Plants,acacia sieberiana,Pod,,,,acacia sieberiana|Pod|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002042,Acacia sieberiana Pods Dried,Forage Plants,acacia sieberiana,Pod,Drying,,,acacia sieberiana|Pod|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002043,Acacia sieberiana Pods Dried Ground,Forage Plants,acacia sieberiana,Pod,Drying;Grinding,,,acacia sieberiana|Pod|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002044,Acacia tortilis Leaves Dried Ground,Forage Plants,acacia tortilis,Leaf,Drying;Grinding,,,acacia tortilis|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002046,Afzelia africana Dried,Forage Plants,afzelia africana,,Drying,,,afzelia africana||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002047,Atriplex nummularia Dried Ground,Forage Plants,atriplex nummularia,,Drying;Grinding,,,atriplex nummularia||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002048,Calliandra calothyrsus Leaves Dried Ensiled,Forage Plants,calliandra calothyrsus,Leaf,Drying;Ensiling,,,calliandra calothyrsus|Leaf|Drying;Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002049,Faidherbia albida Pods,Forage Plants,faidherbia albida,Pod,,,,faidherbia albida|Pod|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_00205,Soybean Haulm,Crop Byproduct,soybean haulm,,,,,soybean haulm||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002050,Faidherbia albida Pods Ground,Forage Plants,faidherbia albida,Pod,Grinding,,,faidherbia albida|Pod|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002051,Faidherbia albida Pods Dried Ground Soaked,Forage Plants,faidherbia albida,Pod,Drying;Grinding;Soaking,,,faidherbia albida|Pod|Drying;Grinding;Soaking||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002052,Ficus natalensis,Forage Plants,ficus natalensis,,,,,ficus natalensis||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002053,Ficus natalensis Leaves,Forage Plants,ficus natalensis,Leaf,,,,ficus natalensis|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002054,Ficus polita,Forage Plants,ficus polita,,,,,ficus polita||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002055,Jatropha curcas Cake Dried Ground,Forage Plants,jatropha curcas,,Drying;Grinding,Cake,,jatropha curcas||Drying;Grinding|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002056,Opuntia ficus indica Cladode Ground,Forage Plants,opuntia ficus indica cladode,,Grinding,,,opuntia ficus indica cladode||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002057,Opuntia ficus indica Cladode Dried Ground,Forage Plants,opuntia ficus indica cladode,,Drying;Grinding,,,opuntia ficus indica cladode||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002058,Stereospermum kunthianum,Forage Plants,stereospermum kunthianum,,,,,stereospermum kunthianum||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002059,Terminalia sericea,Forage Plants,terminalia sericea,,,,,terminalia sericea||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002060,Vitex simplex,Forage Plants,vitex simplex,,,,,vitex simplex||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002061,Albizia gummifera,Forage Plants,albizia gummifera,,,,,albizia gummifera||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002062,Albizia gummifera Dried,Forage Plants,albizia gummifera,,Drying,,,albizia gummifera||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002063,Albizia lebbeck,Forage Plants,albizia lebbeck,,,,,albizia lebbeck||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002064,Albizia lebbeck Leaves,Forage Plants,albizia lebbeck,Leaf,,,,albizia lebbeck|Leaf|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002065,Albizia lebbeck Leaves Ground,Forage Plants,albizia lebbeck,Leaf,Grinding,,,albizia lebbeck|Leaf|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002066,Centrosema pubescens Dried Ground,Forage Plants,centrosema pubescens,,Drying;Grinding,,,centrosema pubescens||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002067,Delonix elata Dried,Forage Plants,delonix elata,,Drying,,,delonix elata||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002069,Eucalyptus alba,Forage Plants,eucalyptus alba,,,,,eucalyptus alba||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_002070,Cellulose Ground,Other Ingredients,cellulose,,Grinding,,,cellulose||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
