concept_id,preferred_label,ingredient_family,source_identity_candidate,component_candidates,process_candidates,form_candidates,quality_candidates,normalized_signature,confidence,review_route,exception_reason,definition_status,governance_state,status,rule_version
AOM_006116,Hermosa sidoides Dried,Forage Plants,hermosa sidoides,,Drying,,,hermosa sidoides||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006117,Heteropogon contortus Ground,Forage Plants,heteropogon contortus,,Grinding,,,heteropogon contortus||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006118,Hevea brasiliensis Seed,Forage Plants,hevea brasiliensis,Seed,,,,hevea brasiliensis|Seed|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006119,Hyparrhenia hirta,Forage Plants,hyparrhenia hirta,,,,,hyparrhenia hirta||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006120,Indigofera atriceps Dried,Forage Plants,indigofera atriceps,,Drying,,,indigofera atriceps||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006121,Jatropha curcas Leaves Dried Ground,Forage Plants,jatropha curcas,Leaf,Drying;Grinding,,,jatropha curcas|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006122,Lantana camara Leaves Dried Ground,Forage Plants,lantana camara,Leaf,Drying;Grinding,,,lantana camara|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006124,Calcium Carbonate Ground,Supplement,calcium carbonate,,Grinding,,,calcium carbonate||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006125,Magnesium Sulfate,Supplement,magnesium sulfate,,,,,magnesium sulfate||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006126,Maize Bran Dried,Crop Byproduct,maize,Bran,Drying,,,maize|Bran|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006127,Maize Offal Dried,Crop Byproduct,maize offal,,Drying,,,maize offal||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006128,Maize Offal Ground,Crop Byproduct,maize offal,,Grinding,,,maize offal||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006129,Maize Offal Dried Ground,Crop Byproduct,maize offal,,Drying;Grinding,,,maize offal||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006130,Melon Seed Husk Ground,Crop Byproduct,melon,Husk;Seed,Grinding,,,melon|Husk;Seed|Grinding||,medium,batch_review,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006133,Millet Straw Ensiled Urea Treated,Crop Byproduct,millet,Straw,Ensiling;Urea treatment,,,millet|Straw|Ensiling;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006135,Millettia ferruginea Wilted,Forage Plants,millettia ferruginea,,Wilting,,,millettia ferruginea||Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006136,Moringa oleifera Seed Dried Ground,Forage Plants,moringa oleifera,Seed,Drying;Grinding,,,moringa oleifera|Seed|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006137,Moringa stenopetala Leaves Dried,Forage Plants,moringa stenopetala,Leaf,Drying,,,moringa stenopetala|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006138,Morus alba Leaves Crushed Dried,Forage Plants,morus alba,Leaf,Crushing;Drying,,,morus alba|Leaf|Crushing;Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006139,Morus indica Leaves Crushed Dried,Forage Plants,morus indica,Leaf,Crushing;Drying,,,morus indica|Leaf|Crushing;Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006140,Myrtus communis Leaves Dried Ground,Forage Plants,myrtus communis,Leaf,Drying;Grinding,,,myrtus communis|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006141,Pennisetum purpureum Wilted,Forage Plants,pennisetum purpureum,,Wilting,,,pennisetum purpureum||Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006142,Oat Straw Dried,Crop Byproduct,oat,Straw,Drying,,,oat|Straw|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006143,Oat Dried,Crop Byproduct,oat,,Drying,,,oat||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006144,Occicum gatissimum Dried Ground,Forage Plants,occicum gatissimum,,Drying;Grinding,,,occicum gatissimum||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006145,Olive Cake Dried,Crop Byproduct,olive,,Drying,Cake,,olive||Drying|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006146,Olive Cake Ensiled,Crop Byproduct,olive,,Ensiling,Cake,,olive||Ensiling|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006147,Opuntia ficus indica Fruits Dried Ground,Forage Plants,opuntia ficus indica fruits,,Drying;Grinding,,,opuntia ficus indica fruits||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006148,Orange Peels Fermented,Crop Byproduct,orange peels,,Fermentation,,,orange peels||Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006149,Oxytenanthera abyssinica Leaves Dried,Forage Plants,oxytenanthera abyssinica,Leaf,Drying,,,oxytenanthera abyssinica|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006151,Palm Kernel Cake Dried Ground,Crop Byproduct,palm,Kernel,Drying;Grinding,Cake,,palm|Kernel|Drying;Grinding|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006154,Prime Gluten 60 Ground,Preformulated Feed,prime gluten 60,,Grinding,,,prime gluten 60||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006155,Quercus ilex,Forage Plants,quercus ilex,,,,,quercus ilex||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006156,Rice Grain Ground,Crop Product,rice,Grain,Grinding,,,rice|Grain|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006158,Black Cumin Seed Cake Crushed Dried,Crop Product,black cumin,Seed,Crushing;Drying,Cake,,black cumin|Seed|Crushing;Drying|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006159,Brachiaria hybrid Dried,Forage Plants,brachiaria hybrid,,Drying,,,brachiaria hybrid||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006160,Brewers By-Product,Crop Byproduct,brewers by product,,,,,brewers by product||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006161,Brewers By-Product Dried Ground,Crop Byproduct,brewers by product,,Drying;Grinding,,,brewers by product||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006162,Cassava Sieviate Dried Fermented Ground,Crop Byproduct,cassava sieviate,,Drying;Fermentation;Grinding,,,cassava sieviate||Drying;Fermentation;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006163,Cassava Starch Residue Dried Fermented Ground,Crop Byproduct,cassava starch residue,,Drying;Fermentation;Grinding,,,cassava starch residue||Drying;Fermentation;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006164,Maize Grain Crushed,Crop Product,maize,Grain,Crushing,,,maize|Grain|Crushing||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006165,Maize Straw Ensiled Urea Treated Wilted,Crop Byproduct,maize,Straw,Ensiling;Urea treatment;Wilting,,,maize|Straw|Ensiling;Urea treatment;Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006166,Cotton Seed Decorticated Dried,Crop Byproduct,cotton,Seed,Drying;Dehulling,,,cotton|Seed|Drying;Dehulling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006167,Fish Processing Waste Ground,Animal Byproduct,fish processing waste,,Grinding,,,fish processing waste||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006169,Groundnut Residue,Crop Byproduct,groundnut residue,,,,,groundnut residue||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006170,Noug Dried,Crop Byproduct,noug,,Drying,,,noug||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006171,Jackfruit Seed Dried Ground,Crop Byproduct,jackfruit,Seed,Drying;Grinding,,,jackfruit|Seed|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006172,Jackfruit Seed Dried Fermented Ground,Crop Byproduct,jackfruit,Seed,Drying;Fermentation;Grinding,,,jackfruit|Seed|Drying;Fermentation;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006173,Hibiscus Seed Ground,Crop Byproduct,hibiscus,Seed,Grinding,,,hibiscus|Seed|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006174,Lablab purpureus Dried Ground,Forage Plants,lablab purpureus,,Drying;Grinding,,,lablab purpureus||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006175,Maize Straw Ensiled Fermented,Crop Byproduct,maize,Straw,Ensiling;Fermentation,,,maize|Straw|Ensiling;Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006176,Mango Seed Crushed Dried,Crop Byproduct,mango,Seed,Crushing;Drying,,,mango|Seed|Crushing;Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006177,Ziziphus jujube Leaves Dried,Forage Plants,ziziphus jujube,Leaf,Drying,,,ziziphus jujube|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006178,Citrus Pulp Ensiled,Crop Byproduct,citrus,,Ensiling,Pulp,,citrus||Ensiling|Pulp|,low,expert_exception,"pulp may identify anatomical residue, by-product, or physical form",missing,unreviewed,proposed-not-applied,1.0.0
AOM_006179,Wood Ash Ground,Other Ingredients,wood ash,,Grinding,,,wood ash||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006180,Tamarind,Crop Product,tamarind,,,,,tamarind||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006181,Wheat Straw Ensiled,Crop Byproduct,wheat,Straw,Ensiling,,,wheat|Straw|Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006182,Watermelon Vine Dried,Crop Byproduct,watermelon,Vine,Drying,,,watermelon|Vine|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006183,Watermelon Vine Dried Fermented,Crop Byproduct,watermelon,Vine,Drying;Fermentation,,,watermelon|Vine|Drying;Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006184,Vitex doniana Ground Wilted,Forage Plants,vitex doniana,,Grinding;Wilting,,,vitex doniana||Grinding;Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006185,Vitex doniana Leaves Dried Ground,Forage Plants,vitex doniana,Leaf,Drying;Grinding,,,vitex doniana|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006186,Viscum album Dried Ground,Forage Plants,viscum album,,Drying;Grinding,,,viscum album||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006187,Rice Husk Ensiled,Crop Byproduct,rice,Husk,Ensiling,,,rice|Husk|Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006188,Rice Husk Fermented,Crop Byproduct,rice,Husk,Fermentation,,,rice|Husk|Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006190,Rice Straw Ground,Crop Byproduct,rice,Straw,Grinding,,,rice|Straw|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006191,Rice Straw Dried,Crop Byproduct,rice,Straw,Drying,,,rice|Straw|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006192,Rice Straw Dried Ensiled Urea Treated,Crop Byproduct,rice,Straw,Drying;Ensiling;Urea treatment,,,rice|Straw|Drying;Ensiling;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006194,Shell Ground,Animal Byproduct,shell,,Grinding,,,shell||Grinding||,high,rule_application_candidate,,missing,approved_source_override,proposed-not-applied,1.0.0
AOM_006196,Adansonia digitata Seed Cake Decorticated Ground,Forage Plants,adansonia digitata,Seed,Grinding;Dehulling,Cake,,adansonia digitata|Seed|Grinding;Dehulling|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006198,Cochlospermum planchonii Rhizomes Dried Ground,Forage Plants,cochlospermum planchonii rhizomes,,Drying;Grinding,,,cochlospermum planchonii rhizomes||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006199,Teff,Crop Byproduct,teff,,,,,teff||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006200,Garlic Oil,Crop Product,garlic,,,Oil,,garlic|||Oil|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006201,Khat Leftover Crushed Dried,Crop Byproduct,khat leftover,,Crushing;Drying,,,khat leftover||Crushing;Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006203,Opuntia ficus indica Peel,Forage Plants,opuntia ficus indica,Peel,,,,opuntia ficus indica|Peel|||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006204,Moringa oleifera Ground,Forage Plants,moringa oleifera,,Grinding,,,moringa oleifera||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006205,Opuntia ficus indica Cladode Crushed,Forage Plants,opuntia ficus indica cladode,,Crushing,,,opuntia ficus indica cladode||Crushing||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006206,Wheat Straw Ensiled Fermented,Crop Byproduct,wheat,Straw,Ensiling;Fermentation,,,wheat|Straw|Ensiling;Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006207,Vernonia amygdalina Ground,Forage Plants,vernonia amygdalina,,Grinding,,,vernonia amygdalina||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006208,Vernonia amygdalina Dried Ground,Forage Plants,vernonia amygdalina,,Drying;Grinding,,,vernonia amygdalina||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006209,Vernonia amygdalina Leaves Dried,Forage Plants,vernonia amygdalina,Leaf,Drying,,,vernonia amygdalina|Leaf|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006210,Vernonia amygdalina Leaves Crushed Dried,Forage Plants,vernonia amygdalina,Leaf,Crushing;Drying,,,vernonia amygdalina|Leaf|Crushing;Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006211,Vernonia amygdalina Wilted,Forage Plants,vernonia amygdalina,,Wilting,,,vernonia amygdalina||Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006212,Vachellia polyacantha Leaves Ground,Forage Plants,vachellia polyacantha,Leaf,Grinding,,,vachellia polyacantha|Leaf|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006213,Bamboo Leaves Dried Ensiled Molasse Treated Urea Treated,Forage Plants,bamboo molasse treated,Leaf,Drying;Ensiling;Urea treatment,,,bamboo molasse treated|Leaf|Drying;Ensiling;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006214,Cassava Peel Grated Pressed Urea Treated,Crop Byproduct,cassava grated,Peel,Pressing;Urea treatment,,,cassava grated|Peel|Pressing;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006215,Cassava Peel Enzyme Treated Ground,Crop Byproduct,cassava,Peel,Enzyme treatment;Grinding,,,cassava|Peel|Enzyme treatment;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006216,Cassava Peel Urea Treated,Crop Byproduct,cassava,Peel,Urea treatment,,,cassava|Peel|Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006217,Citrus Pulp Alkali Treated Dried Fermented,Crop Byproduct,citrus,,Alkali treatment;Drying;Fermentation,Pulp,,citrus||Alkali treatment;Drying;Fermentation|Pulp|,low,expert_exception,"pulp may identify anatomical residue, by-product, or physical form",missing,unreviewed,proposed-not-applied,1.0.0
AOM_006218,Maize Cob Enzyme Treated Ground,Crop Byproduct,maize,Cob,Enzyme treatment;Grinding,,,maize|Cob|Enzyme treatment;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006219,Delonix regia Seed Alkali Treated Dried Fermented Ground,Forage Plants,delonix regia,Seed,Alkali treatment;Drying;Fermentation;Grinding,,,delonix regia|Seed|Alkali treatment;Drying;Fermentation;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006220,Distillers Grain Dried,Crop Byproduct,distillers,Grain,Drying,,,distillers|Grain|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006221,Beet Fodder Ensiled,Crop Byproduct,beet fodder,,Ensiling,,,beet fodder||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006222,Unspecified Forage,Crop Byproduct,unspecified forage,,,,,unspecified forage||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006223,Lablab purpureus Haulm Dried,Forage Plants,lablab purpureus haulm,,Drying,,,lablab purpureus haulm||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006224,Lima Bean Vein Dried,Crop Byproduct,lima bean vein,,Drying,,,lima bean vein||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006226,Maize Bran Alkali Treated Ground,Crop Byproduct,maize,Bran,Alkali treatment;Grinding,,,maize|Bran|Alkali treatment;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006227,Moringa oleifera Leaves Extract Dried Ground,Forage Plants,moringa oleifera extract,Leaf,Drying;Grinding,,,moringa oleifera extract|Leaf|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006229,Mucuna pruriens Seed Alkali Treated Boiled Ground,Forage Plants,mucuna pruriens,Seed,Alkali treatment;Boiling;Grinding,,,mucuna pruriens|Seed|Alkali treatment;Boiling;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006230,Mucuna pruriens Seed Alkali Treated Boiled Decorticated Dried Ground,Forage Plants,mucuna pruriens,Seed,Alkali treatment;Boiling;Drying;Grinding;Dehulling,,,mucuna pruriens|Seed|Alkali treatment;Boiling;Drying;Grinding;Dehulling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006231,Mucuna pruriens Seed Boiled Dried Ground,Forage Plants,mucuna pruriens,Seed,Boiling;Drying;Grinding,,,mucuna pruriens|Seed|Boiling;Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006232,Mucuna pruriens Protein Isolate Alkali Treated Boiled Ground,Forage Plants,mucuna pruriens protein isolate,,Alkali treatment;Boiling;Grinding,,,mucuna pruriens protein isolate||Alkali treatment;Boiling;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006233,Mucuna pruriens Protein Isolate Alkali Treated Dried Ground,Forage Plants,mucuna pruriens protein isolate,,Alkali treatment;Drying;Grinding,,,mucuna pruriens protein isolate||Alkali treatment;Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006234,Mucuna pruriens Ground,Forage Plants,mucuna pruriens,,Grinding,,,mucuna pruriens||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006236,Nassella Trichotoma,Forage Plants,nassella trichotoma,,,,,nassella trichotoma||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006237,Olive Cake Ensiled Enzyme Treated,Crop Byproduct,olive,,Ensiling;Enzyme treatment,Cake,,olive||Ensiling;Enzyme treatment|Cake|,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006238,Onion Veins Ensiled,Crop Product,onion veins,,Ensiling,,,onion veins||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006239,Untreated Organic Waste Ground,Other Ingredients,untreated organic waste,,Grinding,,,untreated organic waste||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006240,Untreated Organic Waste Dried Fermented Ground,Other Ingredients,untreated organic waste,,Drying;Fermentation;Grinding,,,untreated organic waste||Drying;Fermentation;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006241,Unspecified Yeast,Other Ingredients,unspecified yeast,,,,,unspecified yeast||||,high,retain_atomic_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006242,Unspecified Grass Urea Treated,Forage Plants,unspecified grass,,Urea treatment,,,unspecified grass||Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006244,Unspecified Straw Ground,Crop Byproduct,unspecified,Straw,Grinding,,,unspecified|Straw|Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006250,Typha domingensis Ensiled Wilted,Forage Plants,typha domingensis,,Ensiling;Wilting,,,typha domingensis||Ensiling;Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006251,Tristachya leucothrix Ground,Forage Plants,tristachya leucothrix,,Grinding,,,tristachya leucothrix||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006252,Unspecified Grass Urea Treated Dried,Forage Plants,unspecified grass,,Drying;Urea treatment,,,unspecified grass||Drying;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006253,Trifolium Dried,Forage Plants,trifolium,,Drying,,,trifolium||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006254,Trifolium repens Dried,Forage Plants,trifolium repens,,Drying,,,trifolium repens||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006255,Tithonia diversifolia Ensiled Wilted,Forage Plants,tithonia diversifolia,,Ensiling;Wilting,,,tithonia diversifolia||Ensiling;Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006256,Themeda triandra Ground,Forage Plants,themeda triandra,,Grinding,,,themeda triandra||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006257,Themeda triandra Dried Ground,Forage Plants,themeda triandra,,Drying;Grinding,,,themeda triandra||Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006258,Tephrosia polystachyum Dried,Forage Plants,tephrosia polystachyum,,Drying,,,tephrosia polystachyum||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006259,Teff Straw Ensiled Fermented Urea Treated,Crop Byproduct,teff,Straw,Ensiling;Fermentation;Urea treatment,,,teff|Straw|Ensiling;Fermentation;Urea treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006260,Teff Straw Dried,Crop Byproduct,teff,Straw,Drying,,,teff|Straw|Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006261,Tectona grandis Leaves Wilted,Forage Plants,tectona grandis,Leaf,Wilting,,,tectona grandis|Leaf|Wilting||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006262,Taro Root Dried Ground,Crop Byproduct,taro,Root,Drying;Grinding,,,taro|Root|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006263,Sweet Potato Peels Dried,Crop Byproduct,sweet potato peels,,Drying,,,sweet potato peels||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006264,Sugarcane Peel Dried Ground,Crop Byproduct,sugarcane,Peel,Drying;Grinding,,,sugarcane|Peel|Drying;Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006266,Sugarcane Bagasse Ensiled,Crop Byproduct,sugarcane bagasse,,Ensiling,,,sugarcane bagasse||Ensiling||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006267,Sugarcane Bagasse Enzyme Treated,Crop Byproduct,sugarcane bagasse,,Enzyme treatment,,,sugarcane bagasse||Enzyme treatment||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006268,Sugarcane Bagasse Fermented,Crop Byproduct,sugarcane bagasse,,Fermentation,,,sugarcane bagasse||Fermentation||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006269,Sugarcane Bagasse Ground,Crop Byproduct,sugarcane bagasse,,Grinding,,,sugarcane bagasse||Grinding||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006270,Sugar Beet Crushed,Crop Byproduct,sugar beet,,Crushing,,,sugar beet||Crushing||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006271,Sugar Beet Pulp Dried,Crop Byproduct,sugar beet,,Drying,Pulp,,sugar beet||Drying|Pulp|,low,expert_exception,"pulp may identify anatomical residue, by-product, or physical form",missing,unreviewed,proposed-not-applied,1.0.0
AOM_006272,Sporobolus natalensis Dried,Forage Plants,sporobolus natalensis,,Drying,,,sporobolus natalensis||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
AOM_006275,Panicum antidotale Dried,Forage Plants,panicum antidotale,,Drying,,,panicum antidotale||Drying||,high,rule_application_candidate,,missing,unreviewed,proposed-not-applied,1.0.0
